N,r
173.0,0.20946440760508192
910.0,0.35808010651660516
542.0,0.2822646623256354
334.0,0.3566175975764401
666.0,0.28246673159319513
306.0,0.37988887289594525
520.0,0.30850732615704535
911.0,0.3215058758730822
290.0,0.32432173526953384
322.0,0.3334591130509708
153.0,0.2718269806650033
914.0,0.28540659455557155
740.0,0.3237036249017349
212.0,0.3387093460736475
370.0,0.24777297585814362
201.0,0.35109233545988544
187.0,0.2787125850103843
263.0,0.40254869900252943
227.0,0.25740063992417417
302.0,0.3561381156199702
662.0,0.30225325647175233
138.0,0.3373284300808514
52.0,0.23955612951203878
190.0,0.26986332748342723
686.0,0.2983026617593825
19.0,0.11522698934923592
805.0,0.2483771326762917
730.0,0.35168932011112053
972.0,0.28430014260631076
915.0,0.27731475102384656
848.0,0.27238810402391034
372.0,0.3070515655584084
622.0,0.344960606805247
1003.0,0.29397784928982335
476.0,0.3152258141685806
803.0,0.2358845529624053
72.0,0.3765978272318126
492.0,0.3277070765689906
725.0,0.23879713298675334
310.0,0.3544867915933129
348.0,0.2993060193065651
340.0,0.332086498021819
688.0,0.2670984688191001
176.0,0.36282575547377355
769.0,0.2595631207673779
441.0,0.32248902092950893
12.0,-0.10809014023495522
490.0,0.267532855213386
611.0,0.342920561428218
186.0,0.38389547555086295
495.0,0.31412860931515924
144.0,0.2764594117751579
815.0,0.30397754554261996
195.0,0.3875542099716418
978.0,0.34993701462303406
951.0,0.28192794804948096
442.0,0.30091765050477676
162.0,0.3774975474243645
27.0,0.04199422358945658
632.0,0.3518365007159313
570.0,0.3106222137221007
917.0,0.3102941724094006
206.0,0.3533516818648706
620.0,0.29945988812027263
873.0,0.25737200488858764
900.0,0.2941689485500554
266.0,0.28718186447135985
352.0,0.3203971964702522
910.0,0.2501907182800281
893.0,0.29285260065132507
98.0,0.23088786968345815
441.0,0.3152415262965306
914.0,0.34990613660907
903.0,0.29939540403994885
860.0,0.33471159269395695
240.0,0.15534422712053791
844.0,0.21819771369041785
378.0,0.3072653476116083
356.0,0.3432049553260773
96.0,0.26306183391554133
765.0,0.32038003335242626
627.0,0.28933888148415693
380.0,0.33366376215546867
656.0,0.33608992396711396
476.0,0.2434229428673724
24.0,0.5109906685067492
447.0,0.36184289675307807
948.0,0.26772643202030805
273.0,0.349021851435977
309.0,0.3676283693538709
632.0,0.2623708000078743
364.0,0.26525693533939515
192.0,0.3223077957621432
151.0,0.26252452912049284
244.0,0.3916602596953055
382.0,0.2386322306522904
621.0,0.2617412114289183
28.0,0.42998151456374356
302.0,0.2563157456029529
665.0,0.3113417221557938
407.0,0.33584557082402705
61.0,0.3896383660628258
786.0,0.27271130586976455
236.0,0.25804141816019593
467.0,0.33444629561818673
120.0,0.41547296978637305
102.0,0.2019433671320003
458.0,0.25767980469499396
500.0,0.30508104566096433
560.0,0.36083479439192906
551.0,0.26056300606960864
422.0,0.28711027557063984
707.0,0.26742688912211693
197.0,0.27310858062899174
692.0,0.29838710286819203
483.0,0.29064211316912125
47.0,-0.02386829368910857
853.0,0.3170233256963991
955.0,0.3111731089156621
792.0,0.2855879860175687
491.0,0.18289785058524455
721.0,0.31415043327460734
495.0,0.2890339381211699
393.0,0.32757076437173205
834.0,0.3186818348061766
938.0,0.32000226724503117
960.0,0.2564071560657351
165.0,0.2330685911388332
304.0,0.3343653907698415
820.0,0.3188960460706547
252.0,0.20584951873398674
444.0,0.28820476900793524
696.0,0.2664702582157725
198.0,0.29762700076061605
282.0,0.37613268727931803
594.0,0.3264435974043381
365.0,0.35208323913298717
644.0,0.3428776480575589
31.0,0.3126747895690191
707.0,0.2560901848434923
129.0,0.20329970557040702
354.0,0.428418962166995
82.0,0.13894244034187525
336.0,0.4134236237006974
359.0,0.2928268022828253
59.0,0.3877769912780772
992.0,0.2901714685151391
731.0,0.3318517762954939
709.0,0.27321929311958
227.0,0.29627550958273463
295.0,0.2994427192941045
229.0,0.309227050843311
248.0,0.2971215270201823
19.0,0.2030379693308743
969.0,0.2786455406183411
389.0,0.25830938110238855
755.0,0.3142783593313095
883.0,0.31053789991108705
929.0,0.32091144824421713
548.0,0.3333591058291457
200.0,0.11499811198803137
144.0,0.37107436014222234
313.0,0.22668613648723562
666.0,0.3130284533398966
520.0,0.3223689006869556
537.0,0.2782751516119922
497.0,0.30772789780475224
938.0,0.28980485275112794
134.0,0.19151162319732176
284.0,0.1914071503027055
332.0,0.3745455604760345
501.0,0.2816145647283956
898.0,0.26076586014499226
528.0,0.3647484151294893
611.0,0.2772697098202761
608.0,0.3683543166040312
182.0,0.3472457115115914
811.0,0.30446301338366144
722.0,0.2738697407039576
124.0,0.22108028211728625
218.0,0.23041842556799624
838.0,0.33059944278631676
848.0,0.3012746957025749
976.0,0.293754495981389
270.0,0.3108386671340377
294.0,0.19707456141236795
980.0,0.2788563451337588
45.0,0.09851980750012507
418.0,0.3784343845831611
464.0,0.297865889757035
962.0,0.31485786384188247
769.0,0.3267583573961146
168.0,0.2890059428135377
301.0,0.2872449015489569
277.0,0.27239224134607776
398.0,0.3622355585531076
352.0,0.2522818175045655
959.0,0.30186784156420493
374.0,0.28172253866170455
908.0,0.3019476075632771
351.0,0.2850610538052065
580.0,0.2745206238132669
746.0,0.33768153128860956
903.0,0.30366759709454433
224.0,0.28830768415328145
473.0,0.3458148095961159
60.0,0.44309394190831924
221.0,0.3157764117977672
560.0,0.34085781731088666
928.0,0.29875201934853846
950.0,0.28999842758621985
177.0,0.22766540938945604
947.0,0.3079537139113736
141.0,0.3702789349034222
461.0,0.22698955702477672
341.0,0.28175424339111615
132.0,0.22216702454393786
291.0,0.37610190352532064
544.0,0.2865826700939386
390.0,0.30742794750292024
177.0,0.25694496853505083
425.0,0.35486725103357186
737.0,0.2938882484546508
598.0,0.30324569993880446
993.0,0.2880260365781683
732.0,0.34855320057792927
830.0,0.25633391214990003
617.0,0.26852120615866487
85.0,0.17017967642614745
40.0,0.14764776062983795
1e3,0.37212313412438336
274.0,0.28691622642665493
248.0,0.22281373393732823
789.0,0.321095566853315
765.0,0.22267044019848287
144.0,0.3207267421824903
958.0,0.32637152188333357
638.0,0.3467057173674038
542.0,0.25868338894656034
444.0,0.36291502194118064
58.0,0.577075219396842
323.0,0.3741001542611522
201.0,0.15121208932404007
499.0,0.3435529217285282
818.0,0.29527825460225937
880.0,0.26177209873883023
728.0,0.3468744011626186
169.0,0.419844261903213
870.0,0.3408162467257244
773.0,0.32845473099145783
323.0,0.29326516604345076
852.0,0.27953193575044233
843.0,0.29538230640405516
852.0,0.2740968168136231
208.0,0.29326014867398115
944.0,0.3111055205575757
1004.0,0.3409668431675947
586.0,0.2641778452333043
912.0,0.2629466330448074
248.0,0.33674760154408584
233.0,0.28539126573594714
461.0,0.30120634110885
980.0,0.27697181477416405
488.0,0.35775174557247946
226.0,0.251439846091989
995.0,0.2986514998861344
25.0,0.20544267720091744
699.0,0.23441068298427747
476.0,0.2657381728242862
952.0,0.29956965574675876
564.0,0.31960208395941675
806.0,0.3018988315771821
77.0,0.23033473182219033
475.0,0.2382662595315568
420.0,0.3046932973255418
241.0,0.2968786403924846
881.0,0.27872794349576435
168.0,0.32497621221121137
234.0,0.2621904022756161
272.0,0.26268034554124625
347.0,0.3281083035428892
266.0,0.26333326149499026
546.0,0.33992549546785383
245.0,0.37707018753815785
765.0,0.2853592076541044
902.0,0.35031667990031917
30.0,-0.2561985297124029
323.0,0.2504960500874903
233.0,0.21792769282762206
463.0,0.2936246854379157
15.0,0.5835248976822168
238.0,0.37795979149763487
65.0,0.3108217293485216
882.0,0.29382415788785143
85.0,0.26199877416708234
171.0,0.40760156161389866
27.0,0.25277101768473587
156.0,0.2776991447618567
191.0,0.3414589356819142
904.0,0.3041489451980986
1e3,0.34748464639235
650.0,0.2357963940602269
806.0,0.2803751813007833
299.0,0.31965646001886083
245.0,0.2384486575164591
861.0,0.2817519481957747
871.0,0.2993560564764865
490.0,0.31399726565662694
95.0,0.3370811196130767
340.0,0.24644553686796025
912.0,0.3075336678640842
973.0,0.3077059704718276
790.0,0.3266210272234973
887.0,0.27165345682304315
774.0,0.33869527181941367
14.0,0.41296106940073835
255.0,0.29110679611261875
539.0,0.35565933295344276
20.0,0.6217469287894806
821.0,0.31596865563769894
342.0,0.36606447411065723
129.0,0.4381669368928685
242.0,0.29677290833140735
563.0,0.24043005277403287
275.0,0.2551459775222325
8.0,0.5393137220824595
292.0,0.3633767813216712
901.0,0.3176156103146765
104.0,0.21362714726621085
738.0,0.31889514555196735
661.0,0.29995951172522306
873.0,0.2718517793804004
808.0,0.2727901140213629
947.0,0.29608493549640447
841.0,0.3596783831323874
803.0,0.30838830194789446
145.0,0.34647227309463796
65.0,0.30381182340587615
902.0,0.29044699903563465
654.0,0.22657032734116916
100.0,0.28342057554210776
640.0,0.3308556969342745
863.0,0.3828647063386965
904.0,0.31934351903858355
201.0,0.35060670515211845
233.0,0.3240662040164282
206.0,0.37590299871263405
337.0,0.3411424775382119
70.0,0.20328725875769824
168.0,0.26437676458215714
472.0,0.2808313613095424
260.0,0.32645936881590176
147.0,0.2785459068853955
723.0,0.2755488347165448
799.0,0.27699138744087304
620.0,0.28777409650336927
337.0,0.253796155579937
390.0,0.25108412592621215
370.0,0.21624529445393514
896.0,0.32984470925226433
34.0,0.32357312960816187
907.0,0.2974277999191523
326.0,0.3513009988930504
343.0,0.2505570976635847
275.0,0.3181075611700216
662.0,0.34690497746974913
328.0,0.3217534832728165
473.0,0.273198330542134
421.0,0.3073624366611766
184.0,0.2564259635302839
66.0,0.45652250842983655
727.0,0.289675839003802
625.0,0.2760342217407652
286.0,0.27198777471524543
607.0,0.29751704063450823
639.0,0.2841284088078933
483.0,0.2237297106338932
100.0,0.41687160159145437
161.0,0.45592295061823535
152.0,0.3009033223638951
952.0,0.31088126815648204
906.0,0.3063689253939811
631.0,0.2810052317896478
734.0,0.2867328795898778
16.0,0.6413018218336436
775.0,0.33532594902771623
688.0,0.27831801820287816
366.0,0.35008085586285437
525.0,0.31796437750076817
674.0,0.30316839112330796
331.0,0.31516977444055017
250.0,0.30693450344232964
907.0,0.2631218442797372
734.0,0.3339810147320327
328.0,0.3314232522475506
617.0,0.300930787831524
398.0,0.29795844566420226
52.0,0.3411191277352257
731.0,0.27264535427852327
56.0,0.40900381525759033
166.0,0.4321825565463309
911.0,0.27204556544225034
697.0,0.27008665913212665
223.0,0.24590034458243182
182.0,0.30838680443860234
554.0,0.3252698128046868
340.0,0.33002654469372195
419.0,0.32267110861418724
892.0,0.31586338367402955
703.0,0.2891807718796753
107.0,0.21416410973770258
420.0,0.3253309500602053
278.0,0.34450709469711316
577.0,0.30134905904551074
837.0,0.32993370658630855
133.0,0.2853345023387097
214.0,0.36403673571464673
40.0,0.26199753480297633
689.0,0.2652402679003548
222.0,0.2139046926531179
444.0,0.3154571068002124
878.0,0.31942330787912304
6.0,0.6869538393860577
792.0,0.329868279060909
464.0,0.2988403104231784
328.0,0.185552751276745
462.0,0.302402107086444
690.0,0.2751410184761233
487.0,0.28727370195183727
986.0,0.2811875682020057
725.0,0.26640855421232085
309.0,0.32119581301209266
439.0,0.35381299695248725
475.0,0.28559629527298047
134.0,0.3452146660022252
877.0,0.2845505919974115
439.0,0.28049241899436966
302.0,0.2760725900051977
406.0,0.29274422087992363
1001.0,0.3097199314249987
297.0,0.2984523590533656
951.0,0.29546456295911333
564.0,0.3182170834587614
541.0,0.35980893304573003
182.0,0.3552515151607575
212.0,0.23484099217082652
220.0,0.2627183656887714
92.0,0.34347148479971346
708.0,0.28555605197588685
668.0,0.29646261216958064
230.0,0.2572888852189626
277.0,0.3155478818963499
745.0,0.26908094693625156
715.0,0.27180770762589884
990.0,0.30023075175571823
939.0,0.29648559557031706
809.0,0.2669105778170589
375.0,0.3947541984329252
999.0,0.3098392837227787
961.0,0.31447656510007055
98.0,0.2925964024456102
241.0,0.32385927249708557
468.0,0.3091802472770965
983.0,0.29735358510786586
359.0,0.33257286134636477
37.0,0.3922126846957148
920.0,0.3075639036613502
112.0,0.331013188029167
442.0,0.2699274715939313
684.0,0.28404730645099036
263.0,0.38960600604414786
222.0,0.31267009610437163
953.0,0.3045470703955757
80.0,0.24959505909078863
276.0,0.3521832255381245
472.0,0.26826428016747883
620.0,0.2695728078513288
308.0,0.2903306645196517
544.0,0.2732899584615195
305.0,0.24284672647047412
633.0,0.3087904748873499
289.0,0.3151471169291112
492.0,0.3001224149336116
560.0,0.31705201087852714
889.0,0.3145802016556602
717.0,0.3290700185110148
305.0,0.3064533820603323
618.0,0.30054413007316183
820.0,0.3272720838697305
446.0,0.2985882127049329
437.0,0.26497428439076165
181.0,0.3445660673017006
591.0,0.2889444890022488
712.0,0.29851969184779714
768.0,0.31150896971483777
573.0,0.3042248527747002
800.0,0.32664752798805063
938.0,0.28015114527325463
462.0,0.31920348280375055
983.0,0.2847996963145176
577.0,0.2818671897080992
530.0,0.2740644437955399
332.0,0.265688054631847
639.0,0.2818531587258221
930.0,0.31587903587470784
583.0,0.3257330842079382
297.0,0.3240659935258695
622.0,0.30938012004629617
63.0,0.45060097921542774
619.0,0.2735172810035071
134.0,0.2993349804523112
621.0,0.23753266645367777
669.0,0.2768688520309294
1002.0,0.32359514472646594
9.0,0.6644761965984598
63.0,0.2770677376604345
725.0,0.3116463213212667
810.0,0.25417490091081124
504.0,0.30003638069563415
320.0,0.30954899158963944
941.0,0.2607664635110473
867.0,0.23222963469602867
167.0,0.30584713034845656
56.0,0.24863723927872164
103.0,0.2600782434147986
830.0,0.26667547322439183
801.0,0.26803669235509997
497.0,0.326143679063641
192.0,0.22700839122901484
501.0,0.31403970240041795
530.0,0.2926980157444478
350.0,0.3115502146289156
339.0,0.40527069859543313
881.0,0.27844163298634494
222.0,0.3594941139417258
388.0,0.33675717851253156
215.0,0.3005762063917522
143.0,0.3501020025735904
37.0,0.3122552929362275
324.0,0.3308930531006351
707.0,0.2676827088618468
266.0,0.3471787550264948
678.0,0.238181900812946
363.0,0.3380502862065658
937.0,0.2314971522901082
109.0,0.4657982158495337
373.0,0.23718687748565742
445.0,0.32914089900374605
541.0,0.3411681223755213
399.0,0.2986542237349814
889.0,0.3181782121995465
619.0,0.28571232597498647
404.0,0.2764178457723867
253.0,0.2554258766888703
136.0,0.43891414974748144
172.0,0.3317476649244732
432.0,0.3085545226253948
805.0,0.31518656473270046
127.0,0.3234511022197188
656.0,0.3244862040536801
884.0,0.327853277861465
768.0,0.3038003504088593
635.0,0.3767882750458579
893.0,0.2715929974935525
92.0,0.36594978498134867
780.0,0.3286911029934062
387.0,0.24340726008404542
818.0,0.28588437640430725
799.0,0.3157023120615568
64.0,0.12977438177630546
203.0,0.2555199199271877
814.0,0.2832303678549346
615.0,0.31504423062163156
664.0,0.31297024836057175
837.0,0.31285683782711193
101.0,0.2687990557025017
960.0,0.27615067999023685
242.0,0.30163752523797155
882.0,0.3087606511028132
974.0,0.29065135241615153
101.0,0.27880575517757217
492.0,0.295659660838673
854.0,0.33538825732044497
429.0,0.29032858128322825
761.0,0.22531761582398493
531.0,0.33127513365160455
521.0,0.29347764207553
790.0,0.32741799619347994
696.0,0.32309200783242303
390.0,0.27665623630215663
630.0,0.33125859628919857
76.0,0.417529669229785
672.0,0.31151585928726017
302.0,0.3770096357871849
922.0,0.2967518776662295
284.0,0.3179231152474724
329.0,0.34893093030668026
313.0,0.3292489764058873
841.0,0.32564194993088524
21.0,0.2711561975978361
712.0,0.3251246942241176
135.0,0.3111041054919473
305.0,0.31435830895909866
534.0,0.3273927683301523
499.0,0.2958601603460472
504.0,0.2998692422339011
922.0,0.31884654379146
70.0,0.25431270855897165
998.0,0.3255926151261372
942.0,0.3418047515504882
864.0,0.31846354538995836
242.0,0.3142147001403641
918.0,0.24386106069367908
103.0,0.221686329049357
41.0,0.1824602960596619
470.0,0.36433730393595054
83.0,0.24026366604646932
253.0,0.2315275243512579
611.0,0.3487016822406972
141.0,0.3070283113723205
883.0,0.3086672210089824
894.0,0.3475108138982518
215.0,0.23113157108599103
763.0,0.3283291589639211
19.0,0.11559267906915438
879.0,0.32769546891657
27.0,0.3597672826491984
973.0,0.29110036995620847
85.0,0.23461039370221962
734.0,0.30445557590734884
931.0,0.25806270356483474
601.0,0.3363081472944919
193.0,0.3158653637805924
718.0,0.33962779429665096
815.0,0.3087583292391453
64.0,0.24924080154916226
918.0,0.31221019459947824
993.0,0.2451735134022461
708.0,0.27910036812510636
300.0,0.3195655208668866
859.0,0.3113877121192718
340.0,0.32843008288413955
859.0,0.3644254882456485
233.0,0.39157666813909714
126.0,0.3067515757997549
710.0,0.2722312762538848
352.0,0.2889365635782544
22.0,0.35524636729980563
981.0,0.3282887871244883
534.0,0.23988774321813605
611.0,0.2519843999902576
94.0,0.3819182311148607
373.0,0.3205642250555643
743.0,0.2761213132338325
845.0,0.2818181669683165
637.0,0.27683359246735484
314.0,0.2892809282144027
408.0,0.2909503592452747
848.0,0.3014779731762484
753.0,0.3101265585441897
295.0,0.3721592829637021
316.0,0.38401909907066484
905.0,0.2694409335687055
174.0,0.3265822485968469
431.0,0.34751951802691855
206.0,0.31950348176800025
233.0,0.2664460423381311
670.0,0.31300938031581416
508.0,0.33635127884726274
458.0,0.3562130001512198
546.0,0.32285616007056067
328.0,0.2775044891008222
631.0,0.3335917357516922
917.0,0.31173457151544903
818.0,0.2873364200425368
95.0,0.38330977239872494
24.0,0.35047311344580806
234.0,0.2166546716270504
762.0,0.27867858483812996
113.0,0.34182799325718866
907.0,0.2855576214386131
548.0,0.28482859854730697
732.0,0.3251219735198448
664.0,0.37999776989295864
367.0,0.36567458172385436
117.0,0.4217608026064065
487.0,0.39534395518431803
989.0,0.29276036212285705
836.0,0.38000676617951784
873.0,0.32465253029535396
168.0,0.3283213243694256
137.0,0.14318623189291044
150.0,0.22315360110944285
635.0,0.3350029963872761
230.0,0.2638979301717753
641.0,0.2620647664618668
802.0,0.3380112727558125
784.0,0.32189224339068523
745.0,0.26734439974317387
904.0,0.21660240894614632
314.0,0.2786902963666038
518.0,0.3104512120286705
826.0,0.2961298481018808
211.0,0.18061604019176014
806.0,0.2646843504150743
827.0,0.3423096619073983
271.0,0.3717550287255611
521.0,0.2833432183112602
562.0,0.31756471545306786
839.0,0.2791807248090927
439.0,0.31381158813130916
774.0,0.31639132096929856
757.0,0.3281946185926614
562.0,0.4075669427884619
834.0,0.2641204248579362
321.0,0.2172615192628223
499.0,0.31063117531920137
519.0,0.27785854003946775
64.0,0.5262651338831782
892.0,0.333909135350039
837.0,0.2515120164467918
811.0,0.3004837422984846
416.0,0.2975453412669594
196.0,0.11999503256168838
578.0,0.2064376470358904
448.0,0.32278604683462436
742.0,0.32837346300232534
35.0,0.2805096704712605
557.0,0.31463030220399363
477.0,0.31632800229275204
755.0,0.32700212906988796
604.0,0.34742837272797983
739.0,0.30635150567522007
573.0,0.3063697445857439
749.0,0.22367659139777296
705.0,0.3370610307647216
230.0,0.23303548134816585
598.0,0.30039712976102684
538.0,0.3285791957482795
646.0,0.2930948808762513
9.0,0.3679689048282479
125.0,0.38911937317983164
515.0,0.2998489284454168
624.0,0.2529778174806727
109.0,0.1825743541037589
774.0,0.2876951962323863
378.0,0.2915799278633196
19.0,0.3322574484717276
630.0,0.3453291725186213
711.0,0.33180828803840395
905.0,0.2886762783604479
294.0,0.16891105499448267
76.0,0.19203443744470225
579.0,0.2515240449534971
903.0,0.27028745844625157
942.0,0.30248629524431553
663.0,0.3464448773764085
542.0,0.3293999770783289
555.0,0.23943922164442294
375.0,0.31595372131107147
976.0,0.2696349410533206
151.0,0.3970854841177487
218.0,0.38521059046381456
108.0,0.34561361256550005
841.0,0.3019653399508418
575.0,0.2779106464474053
882.0,0.2530742072140829
783.0,0.34015187453520185
252.0,0.2027668054200437
778.0,0.2882463982353419
896.0,0.3758902526946585
494.0,0.3388851226367882
82.0,0.3467251823404422
798.0,0.2795609349843483
887.0,0.2600764725388138
365.0,0.3385359518503984
734.0,0.2865947363694844
236.0,0.29158765509693085
30.0,-0.024039522345988995
837.0,0.30488500182446987
714.0,0.30619792805414053
958.0,0.28237216546566735
958.0,0.2923785985237578
441.0,0.4147859262126588
806.0,0.27004311816511944
553.0,0.25393031786462067
335.0,0.2793855721837074
428.0,0.30051041115528493
260.0,0.2457335535970673
647.0,0.24576564999065667
63.0,0.5189178894689271
400.0,0.3518277207766168
30.0,0.39732914179696005
860.0,0.24743193603913366
272.0,0.2936460379704758
119.0,0.22951222292758558
92.0,0.31685123382091696
519.0,0.36298969269436737
944.0,0.3477314891184319
706.0,0.2643442552348983
671.0,0.25039781871655675
640.0,0.3305115073397107
556.0,0.26751874730248
401.0,0.3131310429450661
92.0,0.12028632620473723
104.0,0.30354613161234256
802.0,0.2882634248458278
614.0,0.24480416742013628
831.0,0.28352327722497994
354.0,0.31166015914424416
650.0,0.32456416891659373
235.0,0.27079280643100945
871.0,0.3062454968731392
737.0,0.29792200938111374
487.0,0.2797596867473696
757.0,0.27310383300630897
47.0,0.440053349148653
343.0,0.2877617857949342
829.0,0.28239147740839854
759.0,0.27460806407386035
732.0,0.23876470028537453
186.0,0.3948721242224153
385.0,0.35595006148504144
43.0,0.11601055785593947
301.0,0.3028347188289327
903.0,0.267199043150085
380.0,0.3425497652218783
399.0,0.3093213693640873
148.0,0.3309014907405434
552.0,0.1924184507553876
318.0,0.26570807056397894
492.0,0.2506421874000582
558.0,0.2535601963708317
521.0,0.26509663564271035
473.0,0.39235248974845965
424.0,0.3073144671210828
340.0,0.42927587484521956
876.0,0.2723048499666165
734.0,0.3235220397458133
778.0,0.33759904784274564
225.0,0.2793506463402625
381.0,0.27304128552843365
840.0,0.280349863268396
333.0,0.24143099670046458
783.0,0.300590450446475
15.0,0.7217503221064406
476.0,0.3485381231780963
830.0,0.3325396064195826
595.0,0.3553497436883343
753.0,0.2956031428403765
656.0,0.31559727304223345
889.0,0.3049114774052838
788.0,0.24583266495458847
517.0,0.3173178483966077
868.0,0.2913969357194397
581.0,0.3544052773138904
785.0,0.3266468510566848
936.0,0.29577260627193436
27.0,0.37772513096736765
67.0,0.2449522282247172
148.0,0.2530862151024878
808.0,0.32247721346298547
833.0,0.3186953026919832
443.0,0.3139083689090312
402.0,0.29812404740869286
86.0,0.2505897899764307
386.0,0.20643610108357477
496.0,0.2702707904213306
334.0,0.25809125891154605
398.0,0.3182444465016778
226.0,0.3008358365915232
259.0,0.3680160626430465
149.0,0.3370885255302967
13.0,0.6591643714122235
177.0,0.2970083051693029
253.0,0.3416529542248177
611.0,0.2743622494472643
819.0,0.28835036504729494
131.0,0.33356477517292143
434.0,0.3295460342437621
587.0,0.33619801846172603
801.0,0.23348211726796367
120.0,0.43351792730305605
860.0,0.30435294948067726
967.0,0.30037229591203907
926.0,0.32999138883202067
760.0,0.2374720027051943
963.0,0.3130301556109855
521.0,0.3252168410871097
833.0,0.2998528157910952
397.0,0.301927507186442
676.0,0.28711359123666297
870.0,0.35661118688192595
563.0,0.3127188482588908
816.0,0.334684078768173
182.0,0.15953900983942185
328.0,0.2834592910614369
72.0,0.41159054552620317
221.0,0.2640048986217111
264.0,0.279229233109373
61.0,0.33980937984500353
